emp_no,first_name,last_name,birth_date,from_date,to_date,title
262208,Mrinalini,Holburn,1965-01-16,1987-05-23,9999-01-01,Senior Staff
262210,Chinho,Bottner,1965-01-22,1985-07-29,9999-01-01,Senior Engineer
262636,Tamiya,Reutenauer,1965-01-04,1992-04-10,9999-01-01,Senior Engineer
262928,Piyush,Gill,1965-01-01,1995-02-20,9999-01-01,Senior Engineer
263439,Atreye,Kabayashi,1965-01-09,1986-12-15,9999-01-01,Senior Engineer
263645,Mingsen,Lally,1965-01-19,1990-12-04,9999-01-01,Senior Engineer
263649,Mechthild,Zongker,1965-01-17,1993-07-26,9999-01-01,Senior Staff
264167,Baoqiu,Tomescu,1965-01-25,1996-05-01,9999-01-01,Senior Engineer
265039,Navid,Staudhammer,1965-01-03,1992-10-18,9999-01-01,Senior Staff
265558,Susuma,Kleiser,1965-01-31,1987-08-02,9999-01-01,Senior Staff
265794,Miquel,Halloran,1965-01-15,1994-01-14,9999-01-01,Senior Staff
265875,Fan,Marsiglia,1965-01-20,1989-09-03,9999-01-01,Senior Engineer
266249,Sumant,Nishimukai,1965-01-15,1991-03-28,9999-01-01,Senior Staff
266310,Zvonko,Serdy,1965-01-23,1987-06-24,9999-01-01,Senior Staff
266644,Anwar,Gubsky,1965-01-08,1993-08-09,9999-01-01,Senior Staff
266862,Mart,Plumb,1965-01-10,1986-04-21,9999-01-01,Senior Staff
266881,Mokhtar,Sabnani,1965-01-11,1997-02-04,9999-01-01,Senior Staff
267304,Jordanka,Axelband,1965-01-06,1994-06-27,9999-01-01,Senior Staff
267667,Irena,Kaiserswerth,1965-01-05,1987-09-05,9999-01-01,Senior Staff
269728,Naftali,Kragelund,1965-01-12,1987-05-16,9999-01-01,Senior Staff
270084,Ulises,Frolund,1965-01-11,1986-07-26,9999-01-01,Senior Staff
270794,Dannz,Zhang,1965-02-01,1991-06-26,9999-01-01,Senior Staff
272141,Tsutomu,Neiman,1965-01-13,1996-07-31,9999-01-01,Senior Staff
272285,Gully,Mitchem,1965-01-19,1986-01-22,9999-01-01,Senior Staff
272599,Holgard,Hegner,1965-01-16,1993-07-15,9999-01-01,Senior Staff
273286,Brigham,Asmuth,1965-01-26,1989-01-23,9999-01-01,Senior Engineer
273858,Gunilla,Matzen,1965-01-13,1990-12-28,9999-01-01,Senior Staff
274271,Prodip,Ritcey,1965-01-10,1986-09-10,9999-01-01,Senior Staff
274369,Ranga,Waymire,1965-01-29,1997-01-27,9999-01-01,Senior Staff
274813,Yefim,Pettey,1965-01-10,1993-08-07,9999-01-01,Senior Staff
275444,Limsoon,Leppanen,1965-01-16,1993-01-21,9999-01-01,Senior Engineer
275801,Ayakannu,Heinisuo,1965-01-22,1986-06-28,9999-01-01,Senior Staff
275881,Jiann,Munro,1965-01-08,1988-05-18,9999-01-01,Senior Engineer
276027,Holgard,Stavenow,1965-01-04,1986-02-28,9999-01-01,Senior Staff
276184,Mari,Swick,1965-01-10,1991-04-08,9999-01-01,Senior Staff
276186,Sajjad,Vecchi,1965-01-30,1993-06-02,9999-01-01,Senior Staff
276563,Gift,Solares,1965-01-01,1995-08-01,9999-01-01,Senior Staff
277362,Uzi,Kugler,1965-01-09,1991-01-12,9999-01-01,Senior Staff
277777,Herbert,Itzigehl,1965-01-27,1990-07-04,9999-01-01,Senior Engineer
277829,Michaela,Fandrianto,1965-01-22,1986-06-02,9999-01-01,Senior Engineer
278452,Sudhanshu,Toyoshima,1965-01-07,1987-08-29,9999-01-01,Senior Staff
278536,Munenori,Shobatake,1965-01-14,1992-01-10,9999-01-01,Senior Staff
278549,Jaana,Werthner,1965-01-02,1989-07-27,9999-01-01,Senior Staff
278953,Jeanna,Ghandeharizadeh,1965-01-26,1990-08-11,9999-01-01,Senior Engineer
280070,Niteen,Ebeling,1965-01-24,1988-03-29,9999-01-01,Senior Staff
281692,Khosrow,Sommen,1965-01-06,1990-03-03,9999-01-01,Senior Engineer
281859,Masanao,Papastamatiou,1965-01-17,1985-11-25,9999-01-01,Senior Engineer
282894,Fay,Bellmore,1965-01-05,1989-05-03,9999-01-01,Senior Engineer
284300,Ishfaq,Mahmud,1965-01-22,1991-11-29,9999-01-01,Senior Staff
284431,Pintsang,Fujisawa,1965-01-25,1996-04-16,9999-01-01,Senior Staff
284561,Duri,Beznosov,1965-01-03,1988-02-15,9999-01-01,Senior Engineer
284691,Theron,Ressouche,1965-01-04,1988-08-17,9999-01-01,Senior Engineer
284711,Martijn,Azevdeo,1965-01-21,1988-02-10,9999-01-01,Senior Engineer
284717,Gal,Ranta,1965-01-11,1992-11-07,9999-01-01,Senior Engineer
284856,Moto,Kobara,1965-01-05,1991-12-12,9999-01-01,Senior Engineer
285396,Lena,Kohling,1965-01-27,1986-10-04,9999-01-01,Senior Engineer
285905,Kellyn,Bage,1965-01-09,1994-11-04,9999-01-01,Senior Staff
286370,Toshimitsu,Seuren,1965-01-06,1995-01-19,9999-01-01,Senior Staff
286986,Woody,Trelles,1965-01-01,1996-05-23,9999-01-01,Senior Engineer
287327,Youjian,Felder,1965-01-13,1993-07-15,9999-01-01,Senior Staff
287482,Shigeaki,Gihr,1965-01-01,1994-03-18,9999-01-01,Senior Engineer
287583,Jovan,Hockney,1965-01-18,1990-06-21,9999-01-01,Senior Engineer
287609,Sailaja,Negoita,1965-01-06,1988-01-20,9999-01-01,Senior Engineer
287713,Aamod,Ranka,1965-01-23,1992-12-07,9999-01-01,Senior Staff
287983,Randi,Munos,1965-01-23,1990-09-07,9999-01-01,Senior Staff
287984,Troy,Kobuchi,1965-01-09,1991-02-12,9999-01-01,Senior Engineer
288560,Yifei,Birjandi,1965-01-16,1994-02-07,9999-01-01,Senior Staff
288606,Susumu,Swiss,1965-01-21,1991-11-15,9999-01-01,Senior Staff
288665,Horward,Khasidashvili,1965-01-31,1998-11-19,9999-01-01,Senior Engineer
289454,Bowen,Narwekar,1965-01-20,1985-03-08,9999-01-01,Senior Engineer
289687,Fai,Maccarone,1965-01-31,1985-10-30,9999-01-01,Senior Staff
289807,Soenke,Lemarechal,1965-01-04,1994-09-04,9999-01-01,Senior Staff
290009,Zijian,Rindone,1965-01-22,1989-07-09,9999-01-01,Senior Staff
290075,Boalin,Byoun,1965-01-15,1990-10-01,9999-01-01,Senior Staff
290441,Gregory,Collavizza,1965-01-25,1987-09-09,9999-01-01,Senior Staff
290467,Shaowen,Poulakidas,1965-01-29,1987-04-15,9999-01-01,Senior Staff
290563,Shigehiro,Oxenboll,1965-01-09,1986-02-26,9999-01-01,Senior Engineer
290769,Lalit,Blokdijk,1965-01-26,1999-02-01,9999-01-01,Senior Engineer
292404,Hongzue,Zultner,1965-01-28,1990-02-22,9999-01-01,Senior Staff
292828,Ziya,Tokunaga,1965-01-10,1986-01-08,9999-01-01,Senior Engineer
293080,Hideyuki,Slaats,1965-01-12,1987-05-30,9999-01-01,Senior Staff
293752,Jungsoon,Bail,1965-01-04,1986-02-18,9999-01-01,Senior Staff
294144,Takanari,Ermel,1965-01-09,1992-01-11,9999-01-01,Senior Staff
294461,Siddarth,Rosiles,1965-01-14,1985-11-18,9999-01-01,Senior Engineer
294527,Ashish,Candan,1965-01-04,1992-02-02,9999-01-01,Senior Staff
295030,Fun,Keirsey,1965-01-01,1985-07-09,9999-01-01,Senior Staff
295236,Kauko,Fujisawa,1965-01-24,1987-09-13,9999-01-01,Senior Engineer
295254,Xuejun,Pfau,1965-01-15,1985-07-24,9999-01-01,Senior Staff
295278,Val,Barvinok,1965-01-04,1990-01-02,9999-01-01,Senior Engineer
295857,Kankanahalli,Ciolek,1965-01-17,1989-12-26,9999-01-01,Senior Staff
296428,Charmane,Simmen,1965-01-03,1989-03-07,9999-01-01,Senior Staff
296664,Dipayan,Geffroy,1965-01-31,1987-09-17,9999-01-01,Senior Engineer
296687,Palash,Spieker,1965-01-02,1991-05-11,9999-01-01,Senior Staff
296718,Kamakshi,Bahl,1965-01-30,1987-12-22,9999-01-01,Senior Engineer
297232,Lokesh,Saoudi,1965-01-16,1999-05-25,9999-01-01,Senior Staff
297431,Cathie,Ratnakar,1965-01-12,1996-06-23,9999-01-01,Senior Staff
298339,King,Benzmuller,1965-01-11,1986-09-04,9999-01-01,Senior Engineer
298577,Florina,Litecky,1965-01-11,1985-12-02,9999-01-01,Senior Staff
299346,Fumitake,Sichman,1965-01-09,1991-02-21,9999-01-01,Senior Staff
299718,Denny,Shobatake,1965-01-15,1997-06-22,9999-01-01,Senior Staff
299737,Patricio,Itzfeldt,1965-02-01,1985-05-21,9999-01-01,Senior Staff
401154,Danae,Kragelund,1965-01-27,1987-05-20,9999-01-01,Senior Staff
401420,Florian,Uhrig,1965-01-06,1987-01-31,9999-01-01,Senior Staff
402025,Shigehito,Duclos,1965-01-20,1987-09-20,9999-01-01,Senior Engineer
402664,Subhada,Janetzko,1965-01-04,1987-01-25,9999-01-01,Senior Engineer
402718,Jeanna,Rettelbach,1965-01-17,1990-02-14,9999-01-01,Senior Engineer
403010,Toshimitsu,Sluis,1965-01-16,1985-02-18,9999-01-01,Senior Engineer
403644,Krisda,Hainaut,1965-01-19,1995-07-08,9999-01-01,Senior Staff
403954,Jeanna,Bratten,1965-01-10,1990-07-26,9999-01-01,Senior Engineer
404018,Valery,Babb,1965-01-11,1998-10-19,9999-01-01,Senior Engineer
404236,Zengping,Kakkar,1965-01-12,1988-07-22,9999-01-01,Senior Engineer
405015,Morris,Fargier,1965-01-02,1988-06-29,9999-01-01,Senior Staff
405063,Yechezkel,Yurov,1965-01-26,2001-11-16,9999-01-01,Senior Engineer
408163,Irene,Sethi,1965-01-21,2000-08-12,9999-01-01,Senior Engineer
408953,Jolita,Claffy,1965-01-26,1993-12-24,9999-01-01,Senior Engineer
409805,Frazer,Candan,1965-01-15,1999-03-05,9999-01-01,Senior Engineer
409898,Divier,Ishibashi,1965-02-01,1989-09-22,9999-01-01,Senior Engineer
410028,Xiadong,McClurg,1965-01-11,1985-09-17,9999-01-01,Senior Staff
410433,Kazuhisa,Riesenhuber,1965-01-19,1992-10-06,9999-01-01,Senior Engineer
410881,Koichi,Grabner,1965-01-06,2000-04-05,9999-01-01,Senior Engineer
411143,Goncalo,Barbanera,1965-01-08,1996-09-01,9999-01-01,Senior Staff
412404,Mitsuyuki,Jeansoulin,1965-01-15,1999-10-28,9999-01-01,Senior Engineer
413098,Hsiangchu,Taubenfeld,1965-01-26,1993-04-17,9999-01-01,Senior Staff
413205,Mototsugu,Prampolini,1965-01-09,1988-06-12,9999-01-01,Senior Staff
413831,Mohamadou,Grabner,1965-01-09,1991-11-25,9999-01-01,Senior Staff
413832,Marco,Jahnichen,1965-01-24,1995-03-28,9999-01-01,Senior Staff
414543,Bernd,Anick,1965-01-03,1988-11-19,9999-01-01,Senior Engineer
414714,Chinho,Delgrande,1965-01-06,1996-11-07,9999-01-01,Senior Staff
414897,Juyoung,Willoner,1965-01-17,1989-11-03,9999-01-01,Senior Staff
416420,Adamantios,Heemskerk,1965-01-22,1986-08-08,9999-01-01,Senior Staff
416492,Kannan,Meriste,1965-01-15,1992-08-12,9999-01-01,Senior Engineer
417435,Bouchung,Zaumen,1965-01-03,1999-01-29,9999-01-01,Senior Staff
418239,Josyula,Motley,1965-01-03,1996-03-26,9999-01-01,Senior Engineer
418309,Danel,Petereit,1965-01-24,1985-02-21,9999-01-01,Senior Engineer
418380,Kazuhiko,Gornas,1965-01-02,1993-05-20,9999-01-01,Senior Engineer
418566,Kazuhide,Snedden,1965-01-27,1996-06-14,9999-01-01,Senior Engineer
418717,Arunachalam,Magliocco,1965-01-20,1987-12-23,9999-01-01,Senior Staff
419953,Ung,Orlowski,1965-01-29,1991-07-22,9999-01-01,Senior Staff
420765,Shawna,Krider,1965-01-17,1990-03-09,9999-01-01,Senior Staff
421022,Shigeaki,Butner,1965-01-26,1996-07-13,9999-01-01,Senior Staff
421033,Garnik,Randt,1965-01-14,1989-12-23,9999-01-01,Senior Staff
421074,Zhaofang,Falster,1965-01-07,1994-06-29,9999-01-01,Senior Staff
421384,Renny,Bednarek,1965-01-02,1987-06-01,9999-01-01,Senior Staff
421755,Shichao,Thiria,1965-01-03,1989-01-11,9999-01-01,Senior Engineer
423038,Takushi,Strehl,1965-01-20,1988-10-04,9999-01-01,Senior Staff
423204,Uma,Stranks,1965-01-08,1991-09-13,9999-01-01,Senior Staff
423633,Mariusz,Tokunaga,1965-01-30,1985-02-11,9999-01-01,Senior Engineer
424685,Changho,Veevers,1965-01-10,1997-03-03,9999-01-01,Senior Staff
424797,Theron,Itschner,1965-01-19,1985-05-16,9999-01-01,Senior Staff
424805,Jacqueline,Zallocco,1965-01-24,1987-12-17,9999-01-01,Senior Staff
424930,Xuejun,Reeker,1965-01-19,1988-11-18,9999-01-01,Senior Staff
425540,Paddy,Zumaque,1965-01-03,1995-11-12,9999-01-01,Senior Staff
425757,Yongdong,Jiang,1965-01-18,1995-01-31,9999-01-01,Senior Staff
426153,Shahaf,Luce,1965-01-16,1999-04-06,9999-01-01,Senior Staff
426168,Kaijung,Mateescu,1965-01-10,1987-11-18,9999-01-01,Senior Staff
426235,Danco,Rajala,1965-01-31,1991-03-29,9999-01-01,Senior Staff
427313,Utpal,Kemmerer,1965-01-31,1986-12-04,9999-01-01,Senior Staff
427320,Mamdouh,Ramamoorthy,1965-01-13,2000-01-13,9999-01-01,Senior Engineer
427805,Haldun,Compeau,1965-01-21,1997-10-15,9999-01-01,Senior Staff
427852,Adil,Kieras,1965-01-02,1992-07-20,9999-01-01,Senior Engineer
428082,Ronghao,Alpin,1965-01-09,1991-09-11,9999-01-01,Senior Staff
428219,Ghassan,Androutsos,1965-01-21,1987-12-26,9999-01-01,Senior Staff
429238,Mona,Luck,1965-01-29,1989-05-11,9999-01-01,Senior Staff
429316,Seshu,Hiraishi,1965-01-08,1994-08-10,9999-01-01,Senior Staff
429381,Limsoon,Roohalamini,1965-01-06,1986-11-26,9999-01-01,Senior Staff
429703,Ung,Honglei,1965-01-06,1986-09-02,9999-01-01,Senior Staff
430593,Janalee,Lanzelotte,1965-01-19,1997-12-01,9999-01-01,Senior Staff
430891,Khalil,Gien,1965-01-06,1991-08-06,9999-01-01,Senior Engineer
431887,Poorav,Ranst,1965-01-05,1996-06-01,9999-01-01,Senior Engineer
432034,Arfst,Uehara,1965-01-24,1994-07-10,9999-01-01,Senior Staff
432121,Alair,Straney,1965-01-06,1986-11-15,9999-01-01,Senior Staff
432787,Toshiko,Ibel,1965-01-16,1996-11-23,9999-01-01,Senior Engineer
432956,Qunsheng,Birrer,1965-01-25,1986-05-13,9999-01-01,Senior Staff
433438,Keiichiro,Miyakawa,1965-01-06,1993-09-12,9999-01-01,Senior Staff
434845,Takushi,Skogmar,1965-01-11,1985-06-07,9999-01-01,Senior Staff
435289,Feixiong,Schurmann,1965-01-04,1987-02-15,9999-01-01,Senior Staff
435305,Berthier,Pramanik,1965-01-21,1993-01-23,9999-01-01,Senior Staff
435370,Conal,Basart,1965-01-16,1991-05-17,9999-01-01,Senior Staff
435774,Olivera,Bharadwaj,1965-01-09,1992-04-01,9999-01-01,Senior Staff
436558,Subir,Greibach,1965-01-08,1992-05-24,9999-01-01,Senior Engineer
436797,Ohad,Henders,1965-01-24,1990-11-03,9999-01-01,Senior Staff
436827,Wojceich,Limongiello,1965-01-30,1988-03-10,9999-01-01,Senior Staff
437369,Kazuhide,Biran,1965-02-01,1995-01-25,9999-01-01,Senior Staff
438038,Lena,Giaccio,1965-01-01,2001-10-03,9999-01-01,Senior Staff
438264,Rasikan,Barreiro,1965-01-19,1991-09-27,9999-01-01,Senior Staff
439377,Mari,Plessier,1965-01-28,1997-07-04,9999-01-01,Senior Engineer
439905,Kousuke,Levasseur,1965-01-03,1990-03-16,9999-01-01,Senior Staff
439924,Gunilla,Kisuki,1965-01-30,1994-08-14,9999-01-01,Senior Staff
440325,Douadi,Sullins,1965-01-10,1999-09-25,9999-01-01,Senior Staff
440435,Sandeepan,Rosti,1965-01-03,1991-11-26,9999-01-01,Senior Engineer
440450,Tzvetan,Scharstein,1965-01-16,1994-06-16,9999-01-01,Senior Staff
440642,Snehasis,Kalsbeek,1965-01-14,1988-01-06,9999-01-01,Senior Staff
440937,Fabrizio,Usery,1965-01-18,1992-10-13,9999-01-01,Senior Staff
441197,Miquel,Legleitner,1965-01-18,1985-06-28,9999-01-01,Senior Staff
441965,Claudi,Heijenga,1965-01-12,1988-08-30,9999-01-01,Senior Staff
442002,Ravishankar,Baig,1965-01-03,1992-03-17,9999-01-01,Senior Staff
442096,Martijn,DiGiano,1965-01-15,1990-06-15,9999-01-01,Senior Engineer
443108,Christfried,Atrawala,1965-01-14,1998-11-29,9999-01-01,Senior Staff
443485,Marke,Klerer,1965-01-23,1990-04-14,9999-01-01,Senior Staff
443841,Shaw,Kading,1965-01-08,1992-07-16,9999-01-01,Senior Staff
444099,Kousuke,Worfolk,1965-01-28,1988-03-22,9999-01-01,Senior Staff
444208,Irena,Cesareni,1965-01-27,1985-10-30,9999-01-01,Senior Staff
444465,Prasadram,Bultermann,1965-01-13,1998-10-25,9999-01-01,Senior Engineer
444487,Udi,Rullman,1965-01-03,1994-04-09,9999-01-01,Senior Engineer
445152,Heping,Peac,1965-01-09,1985-03-20,9999-01-01,Senior Staff
445950,Ebru,Valtorta,1965-01-23,1992-12-09,9999-01-01,Senior Engineer
446306,Hercules,Kabayashi,1965-01-22,1991-06-10,9999-01-01,Senior Engineer
446959,Aram,Passino,1965-01-29,1995-01-28,9999-01-01,Senior Engineer
447018,Dannz,Miara,1965-01-17,1992-12-04,9999-01-01,Senior Engineer
447135,Gennady,Rouquie,1965-01-31,1989-08-24,9999-01-01,Senior Staff
447544,Stabislas,Kakkad,1965-01-22,1989-02-19,9999-01-01,Senior Staff
447613,Paris,Restivo,1965-01-15,1986-11-21,9999-01-01,Senior Engineer
449189,Jahangir,Bernatsky,1965-01-30,1995-09-30,9999-01-01,Senior Staff
450184,Selwyn,Henseler,1965-01-11,1993-03-09,9999-01-01,Senior Engineer
450475,Saeed,Bahl,1965-01-21,1991-01-29,9999-01-01,Senior Staff
450888,Sedat,Rande,1965-01-03,1995-03-25,9999-01-01,Senior Staff
451253,Jaihie,Ozeri,1965-01-15,1991-06-21,9999-01-01,Senior Staff
451275,Bedrich,Isard,1965-01-25,1986-06-07,9999-01-01,Senior Staff
451333,Radhika,Bonifati,1965-01-15,1995-03-11,9999-01-01,Senior Staff
452347,Shigeichiro,Brattka,1965-01-07,1996-07-13,9999-01-01,Senior Staff
452982,Lobel,Aloia,1965-01-29,1994-12-29,9999-01-01,Senior Staff
453723,Arne,Kohling,1965-01-15,1985-12-13,9999-01-01,Senior Engineer
453913,Stein,Perng,1965-01-23,1993-04-29,9999-01-01,Senior Staff
454791,Xiaoqiu,Pietracaprina,1965-01-22,1994-07-09,9999-01-01,Senior Engineer
454825,Kamakshi,Schusler,1965-01-02,1995-05-25,9999-01-01,Senior Engineer
455175,Soenke,Zaumen,1965-01-14,1992-02-22,9999-01-01,Senior Staff
455284,Luisa,Baig,1965-01-09,1996-07-12,9999-01-01,Senior Engineer
455814,Giao,DuCasse,1965-01-28,1991-07-19,9999-01-01,Senior Engineer
456767,Tetsurou,Schreiter,1965-01-24,1987-07-17,9999-01-01,Senior Staff
457070,Gay,Plavsic,1965-01-25,1987-08-06,9999-01-01,Senior Staff
457411,Xudong,Peck,1965-01-13,1988-04-18,9999-01-01,Senior Engineer
457832,Jackson,Zielinski,1965-02-01,1997-09-12,9999-01-01,Senior Engineer
458134,Thanasis,Standera,1965-01-11,1985-03-20,9999-01-01,Senior Staff
458726,Shahaf,Kitai,1965-01-13,1986-12-26,9999-01-01,Senior Staff
459429,Mohit,Verhaegen,1965-01-14,1992-05-27,9999-01-01,Senior Staff
460691,Munehiko,Gihr,1965-01-16,1989-12-06,9999-01-01,Senior Staff
460920,Remzi,Mitzlaff,1965-01-22,1986-04-06,9999-01-01,Senior Staff
462795,Somnath,Cummings,1965-01-05,1994-07-10,9999-01-01,Senior Staff
463495,Alenka,Barriga,1965-01-28,1988-05-06,9999-01-01,Senior Staff
464284,Huiqun,Henders,1965-01-20,1993-05-19,9999-01-01,Senior Staff
464303,Abdelghani,Nyrup,1965-01-22,1986-08-02,9999-01-01,Senior Staff
465085,Vidar,Gunderson,1965-01-18,1996-03-18,9999-01-01,Senior Staff
466064,Temple,Danlos,1965-01-31,1994-06-13,9999-01-01,Senior Staff
466509,Bezalel,Verhoeff,1965-01-26,1988-03-22,9999-01-01,Senior Engineer
467176,Przemyslawa,Borovoy,1965-01-05,1993-06-18,9999-01-01,Senior Staff
467886,Sivanarayana,Chandrasekhar,1965-01-02,1996-01-24,9999-01-01,Senior Staff
468659,Ranga,Lemarechal,1965-01-18,1989-11-05,9999-01-01,Senior Engineer
468773,Baziley,Brookner,1965-01-27,1993-09-22,9999-01-01,Senior Engineer
469253,Baruch,Basawa,1965-01-17,1993-09-17,9999-01-01,Senior Engineer
469269,Weiyi,Codenie,1965-01-23,1989-05-27,9999-01-01,Senior Engineer
469366,Aiman,Wilfing,1965-01-12,1990-12-30,9999-01-01,Senior Engineer
469735,Arif,Stranks,1965-01-30,1992-11-16,9999-01-01,Senior Engineer
469867,Hein,Jonsson,1965-01-23,1985-02-12,9999-01-01,Senior Staff
470456,Reuven,Oehlmann,1965-01-13,1986-03-29,9999-01-01,Senior Staff
472143,Yahiko,Sommen,1965-01-25,1996-08-14,9999-01-01,Senior Staff
472238,Jungsoon,Gubsky,1965-01-31,1990-10-09,9999-01-01,Senior Engineer
472790,Zhenbing,Ibel,1965-01-23,1985-10-29,9999-01-01,Senior Engineer
472950,Weidon,Fordan,1965-01-29,1986-03-27,9999-01-01,Senior Engineer
473268,Hugo,Sgarro,1965-01-01,1992-04-24,9999-01-01,Senior Staff
475087,Genevieve,Snedden,1965-01-31,1988-10-21,9999-01-01,Senior Engineer
475258,Fumiyo,Feinberg,1965-01-10,2000-02-12,9999-01-01,Senior Staff
476055,Girolamo,Schlumberger,1965-01-03,1993-03-07,9999-01-01,Senior Staff
478768,Arun,Katzenelson,1965-01-03,1991-10-28,9999-01-01,Senior Engineer
478799,Shaw,Borovoy,1965-01-18,1991-05-11,9999-01-01,Senior Staff
478833,Pradeep,Valiente,1965-01-30,1992-09-19,9999-01-01,Senior Engineer
480178,Uinam,Rahier,1965-01-03,1991-02-10,9999-01-01,Senior Staff
480407,Deniz,Bennis,1965-01-01,1989-06-24,9999-01-01,Senior Engineer
481050,Weiru,Burnard,1965-01-16,1990-10-15,9999-01-01,Senior Staff
481764,Teiji,Marrakchi,1965-01-27,1986-08-26,9999-01-01,Senior Engineer
481790,Haldun,Erie,1965-01-22,1999-01-01,9999-01-01,Senior Engineer
482755,Jouni,Conia,1965-01-03,1994-10-31,9999-01-01,Senior Staff
482905,Aral,Hebden,1965-01-16,1991-09-10,9999-01-01,Senior Staff
482944,Duke,Journel,1965-01-26,1991-10-26,9999-01-01,Senior Staff
483401,Rosita,Pokrovskii,1965-01-10,1996-08-03,9999-01-01,Senior Staff
483825,Marek,Mitchem,1965-01-22,1992-11-20,9999-01-01,Senior Engineer
484126,Manton,Lueh,1965-01-05,1989-04-07,9999-01-01,Senior Staff
484142,Perry,Cooman,1965-01-05,1987-04-23,9999-01-01,Senior Staff
484498,Herbert,Hammerschmidt,1965-01-26,1996-08-22,9999-01-01,Senior Engineer
485253,Gladys,Parhami,1965-01-14,1996-07-20,9999-01-01,Senior Staff
485577,Rafael,Menhoudj,1965-01-30,1997-04-27,9999-01-01,Senior Engineer
485579,Munehiro,Iwayama,1965-01-18,1986-12-16,9999-01-01,Senior Engineer
485799,Yoshimitsu,Litvinov,1965-01-27,1997-11-22,9999-01-01,Senior Staff
486068,Yefim,Bernardeschi,1965-01-11,1996-06-26,9999-01-01,Senior Staff
486808,Geoffrey,Siochi,1965-01-05,1998-12-27,9999-01-01,Senior Engineer
486918,Yagil,Remmers,1965-01-18,1994-11-01,9999-01-01,Senior Staff
487008,Zhigen,Raney,1965-01-22,1993-05-26,9999-01-01,Senior Staff
487988,Ekawit,Schaft,1965-01-05,1990-05-20,9999-01-01,Senior Staff
488095,Francoise,Hegner,1965-01-24,1997-12-23,9999-01-01,Senior Staff
488142,Denis,Narlikar,1965-01-05,1991-07-01,9999-01-01,Senior Staff
488540,Breannda,Maquelin,1965-01-22,1996-04-12,9999-01-01,Senior Staff
488693,Jiong,Zultner,1965-01-27,1993-03-10,9999-01-01,Senior Engineer
488707,Mihalis,Remmers,1965-01-16,1990-03-01,9999-01-01,Senior Staff
489755,Matk,Chorvat,1965-01-14,1999-12-04,9999-01-01,Senior Staff
490568,Zita,Reistad,1965-01-01,1998-07-23,9999-01-01,Senior Engineer
490720,Younwoo,Samarati,1965-01-19,2002-05-18,9999-01-01,Senior Engineer
491079,Kwangsub,Keirsey,1965-01-06,1992-02-04,9999-01-01,Senior Engineer
491162,Panayotis,Hempstead,1965-01-14,1994-08-29,9999-01-01,Senior Engineer
491478,Gill,Varman,1965-01-16,1988-06-18,9999-01-01,Senior Staff
492000,Valeska,Cools,1965-01-10,1993-12-16,9999-01-01,Senior Staff
492217,Heekeun,Verhaegen,1965-01-16,1991-09-28,9999-01-01,Senior Engineer
492677,Goetz,McAffer,1965-01-26,1988-02-05,9999-01-01,Senior Engineer
493048,Muzhong,Berztiss,1965-01-31,1995-01-23,9999-01-01,Senior Staff
493744,Leni,Kropatsch,1965-01-14,1997-07-17,9999-01-01,Senior Engineer
494019,Morrie,Iisaku,1965-01-16,1991-05-06,9999-01-01,Senior Staff
494088,Phule,Dahlbom,1965-01-10,1989-02-06,9999-01-01,Senior Engineer
496970,Giordano,Maquelin,1965-01-03,1999-12-31,9999-01-01,Senior Engineer
496978,Danco,Debuse,1965-01-30,1993-09-10,9999-01-01,Senior Staff
497174,Sanjiv,Bressoud,1965-01-02,1993-04-27,9999-01-01,Senior Engineer
497340,Fayez,Keohane,1965-01-06,1990-09-19,9999-01-01,Senior Staff
498185,Caolyn,Marciano,1965-01-19,1999-06-06,9999-01-01,Senior Engineer
498456,Geraldo,Gerteisen,1965-01-17,1987-06-05,9999-01-01,Senior Staff
498635,Florian,Pezzoli,1965-01-09,1988-07-22,9999-01-01,Senior Staff
498838,Sanjay,Ciolek,1965-01-16,1989-12-13,9999-01-01,Senior Staff
498845,Arumugam,Pelc,1965-01-09,1999-11-13,9999-01-01,Senior Engineer
