emp_no,first_name,last_name,birth_date,from_date,to_date,title
57030,Aamod,Oberman,1959-05-25,1992-03-08,9999-01-01,Senior Staff
57058,Fumiya,Cooman,1956-07-14,1988-10-19,9999-01-01,Senior Staff
57063,Selwyn,Thibadeau,1964-12-27,1990-06-11,9999-01-01,Senior Staff
57067,Roded,Spataro,1963-06-08,1991-08-31,9999-01-01,Senior Staff
57088,Mizuhito,Haumacher,1962-05-26,1993-10-20,9999-01-01,Senior Staff
57089,Neven,Highland,1960-03-30,1996-07-10,9999-01-01,Senior Staff
57092,Tokuyasu,Ertl,1961-03-22,1987-04-16,9999-01-01,Senior Staff
57101,Moie,Hanabata,1959-07-02,1998-06-01,9999-01-01,Senior Staff
57104,Tonny,Nastansky,1956-04-27,1985-08-07,9999-01-01,Senior Staff
57113,Uta,Barriga,1960-09-27,1986-09-05,9999-01-01,Senior Staff
57125,Kamran,Waeselynck,1963-10-30,1990-08-21,9999-01-01,Senior Staff
57128,Rance,Chartres,1956-01-27,1989-07-19,9999-01-01,Senior Staff
57132,Visit,Schiper,1964-01-06,1987-07-10,9999-01-01,Senior Staff
57141,Mark,Oxenboll,1960-03-28,1989-02-07,9999-01-01,Senior Staff
57160,Kendra,Collette,1956-12-07,1988-11-17,9999-01-01,Senior Staff
57162,Sadegh,Schueller,1961-08-03,1987-02-05,9999-01-01,Senior Staff
57173,Gererd,Qiwen,1963-10-17,1991-01-04,9999-01-01,Senior Staff
57183,Baoqiu,Mayerwieser,1958-11-11,1986-04-20,9999-01-01,Senior Staff
57191,Valeska,Matzke,1962-04-05,1987-11-07,9999-01-01,Senior Staff
57192,Matk,Reeken,1956-01-01,1991-10-19,9999-01-01,Senior Staff
57197,Jeong,Lindqvist,1956-04-17,1991-10-06,9999-01-01,Senior Staff
57201,Narain,Ladret,1957-07-09,1986-10-02,9999-01-01,Senior Staff
57213,Vugranam,Gyorkos,1960-07-01,1993-10-13,9999-01-01,Senior Staff
57214,Marjo,Bridgland,1956-02-20,1995-04-20,9999-01-01,Senior Staff
57221,Sachio,McAffer,1956-01-07,1996-08-07,9999-01-01,Senior Staff
57222,Masako,Lamma,1962-11-12,1985-06-04,9999-01-01,Senior Staff
57224,Nagui,Dulay,1959-07-07,1987-11-06,9999-01-01,Senior Staff
57225,Gro,Slaats,1958-07-01,1987-07-15,9999-01-01,Senior Staff
57226,Roded,Danley,1957-12-19,1992-08-21,9999-01-01,Senior Staff
57227,Shahab,Gire,1956-11-05,1995-08-10,9999-01-01,Senior Staff
57231,Elgin,Kushner,1956-03-24,1997-10-09,9999-01-01,Senior Staff
57232,Martina,Chartres,1957-07-31,1994-08-27,9999-01-01,Senior Staff
57235,Joydip,Perna,1961-05-11,1996-10-27,9999-01-01,Senior Staff
57240,Olivera,Dymetman,1960-03-24,1994-10-16,9999-01-01,Senior Staff
57245,Petter,Miara,1958-12-14,1987-09-20,9999-01-01,Senior Staff
57259,Vivian,Fargier,1962-10-02,1993-04-06,9999-01-01,Senior Staff
57260,Mario,Petereit,1958-07-12,1998-09-16,9999-01-01,Senior Staff
57264,Itzchak,Passino,1961-10-07,1986-01-03,9999-01-01,Senior Staff
57275,Ramachenga,Ramsey,1959-03-23,1991-08-18,9999-01-01,Senior Staff
57276,Hsiangchu,Bahr,1959-12-25,1992-12-10,9999-01-01,Senior Staff
57280,Uma,Plessier,1956-03-12,1991-01-06,9999-01-01,Senior Staff
57284,Rasiah,Lanphier,1960-03-30,1993-10-01,9999-01-01,Senior Staff
57293,Maja,Manderick,1961-12-30,1994-08-09,9999-01-01,Senior Staff
57305,Chinya,Nitto,1961-11-22,1999-03-08,9999-01-01,Senior Staff
57306,Taegyun,Sudkamp,1956-04-21,1988-11-28,9999-01-01,Senior Staff
57315,Hideyuki,Krybus,1962-05-08,1991-07-19,9999-01-01,Senior Staff
57318,Arie,Pulkowski,1956-03-09,1993-12-20,9999-01-01,Senior Staff
57321,Girolamo,Eterovic,1964-04-24,1990-08-06,9999-01-01,Senior Staff
57322,Ortrud,Nastansky,1961-08-14,1990-09-02,9999-01-01,Senior Staff
57326,Fumiyo,Angiulli,1958-12-18,1992-06-01,9999-01-01,Senior Staff
57332,Sungwon,Brattka,1959-09-01,1991-08-18,9999-01-01,Senior Staff
57352,Shuho,Ishibashi,1963-05-14,1988-03-12,9999-01-01,Senior Staff
57356,Petter,Nishimukai,1964-07-23,1988-05-30,9999-01-01,Senior Staff
57362,Leaf,Baar,1957-04-05,1989-07-13,9999-01-01,Senior Staff
57371,Tianruo,Cangellaris,1957-11-03,1987-08-11,9999-01-01,Senior Staff
57374,Kenroku,Choobineh,1958-02-12,1993-01-22,9999-01-01,Senior Staff
57375,Zhensheng,Peng,1956-06-08,1993-12-26,9999-01-01,Senior Staff
57403,Zhongwei,Lanteri,1961-09-10,1994-06-26,9999-01-01,Senior Staff
57406,Leif,Trogemann,1958-04-29,1996-04-28,9999-01-01,Senior Staff
57411,Pantung,Harnett,1964-05-01,1987-12-31,9999-01-01,Senior Staff
57413,Adly,Ariola,1962-09-27,1994-08-18,9999-01-01,Senior Staff
57423,Radhia,Swab,1963-04-12,1999-11-23,9999-01-01,Senior Staff
57424,Jaques,Magliocco,1964-07-31,1997-03-07,9999-01-01,Senior Staff
57431,Guadalupe,Androutsos,1957-02-17,1992-03-21,9999-01-01,Senior Staff
57445,Mototsugu,Trystram,1956-05-28,2002-02-07,9999-01-01,Senior Staff
57447,Herbert,Schieder,1960-08-14,1987-12-06,9999-01-01,Senior Staff
57454,Hugh,Hebden,1963-02-21,1993-08-06,9999-01-01,Senior Staff
57456,Jackson,DasSarma,1956-02-04,1993-04-23,9999-01-01,Senior Staff
57459,Eberhardt,Rissanen,1960-07-15,1999-12-21,9999-01-01,Senior Staff
57467,Spyrose,Sifakis,1961-09-09,1991-05-06,9999-01-01,Senior Staff
57490,Fayez,Ariola,1962-09-17,1991-03-27,9999-01-01,Senior Staff
57493,Zhaofang,Szemeredi,1957-09-24,1991-12-04,9999-01-01,Senior Staff
57498,Goetz,Kakkar,1956-05-30,1989-01-17,9999-01-01,Senior Staff
57507,Berhard,Kroft,1964-04-09,1987-12-01,9999-01-01,Senior Staff
57514,Hyuckchul,Byoun,1961-06-01,1993-11-22,9999-01-01,Senior Staff
57519,Woody,Brodie,1962-04-21,1989-09-25,9999-01-01,Senior Staff
57529,Garnet,Naudin,1963-05-05,1990-08-16,9999-01-01,Senior Staff
57534,Dmitri,Esteva,1964-01-31,1994-09-03,9999-01-01,Senior Staff
57550,Zongyan,Gihr,1956-05-02,1988-06-10,9999-01-01,Senior Staff
57552,Pranav,Gargeya,1961-07-26,1990-01-09,9999-01-01,Senior Staff
57554,Moie,Anandan,1956-08-05,1992-03-26,9999-01-01,Senior Staff
57567,George,Pettit,1963-03-04,1991-12-12,9999-01-01,Senior Staff
57569,Marco,Jahnichen,1956-09-27,1987-10-09,9999-01-01,Senior Staff
57570,Goncalo,Pleszkun,1964-01-06,1999-09-09,9999-01-01,Senior Staff
57572,Frazer,Zongker,1959-09-23,1989-04-01,9999-01-01,Senior Staff
57576,Rosalyn,Olivero,1964-06-07,1991-01-10,9999-01-01,Senior Staff
57584,Candida,Zolotykh,1957-08-20,2000-01-29,9999-01-01,Senior Staff
57589,Denis,Angelopoulos,1961-08-15,1986-11-02,9999-01-01,Senior Staff
57602,Anneke,Crabtree,1960-12-01,1995-01-06,9999-01-01,Senior Staff
57615,Lunjin,Hutter,1957-02-16,1987-09-19,9999-01-01,Senior Staff
57617,Mohd,Boudaillier,1956-08-03,1990-07-17,9999-01-01,Senior Staff
57623,Horward,Waleschkowski,1960-06-02,1989-12-21,9999-01-01,Senior Staff
57624,Demos,Belinskaya,1964-07-14,1987-09-02,9999-01-01,Senior Staff
57630,Reinhold,Velardi,1956-11-15,1999-08-06,9999-01-01,Senior Staff
57650,Kiam,Antonakopoulos,1957-01-12,1989-10-09,9999-01-01,Senior Staff
57654,Gurbir,Liedekerke,1964-06-17,1998-07-15,9999-01-01,Senior Staff
57657,Mooi,Hennings,1959-03-11,1994-07-09,9999-01-01,Senior Staff
57667,KayLiang,Chinen,1962-08-24,1991-05-08,9999-01-01,Senior Staff
57674,Yolla,Krohm,1958-12-25,1993-11-19,9999-01-01,Senior Staff
57677,Maia,Gruenwald,1963-03-29,1991-07-12,9999-01-01,Senior Staff
57678,Owen,Gimbel,1957-10-19,1991-02-25,9999-01-01,Senior Staff
57690,Kokou,Farrar,1958-10-27,1986-02-16,9999-01-01,Senior Staff
57698,Mads,Macedo,1960-04-16,1985-07-09,9999-01-01,Senior Staff
57710,Dayanand,Kumaresan,1959-09-06,1986-07-09,9999-01-01,Senior Staff
57712,Takahito,Setiz,1959-01-03,1995-08-10,9999-01-01,Senior Staff
57717,Yonghong,Ernst,1964-04-12,1985-08-17,9999-01-01,Senior Staff
57726,Ebbe,Schaar,1962-04-05,1987-09-13,9999-01-01,Senior Staff
57730,Shuichi,Leijenhorst,1962-09-25,1987-09-23,9999-01-01,Senior Staff
57731,Shalesh,Saoudi,1960-05-02,1990-01-04,9999-01-01,Senior Staff
57735,Abdelaziz,Thibadeau,1959-01-15,1993-06-08,9999-01-01,Senior Staff
57737,Malu,Grospietsch,1959-09-22,1991-12-11,9999-01-01,Senior Staff
57742,Huican,Karlin,1964-11-12,2000-05-23,9999-01-01,Senior Staff
57750,Qiwen,Anguita,1956-01-23,1993-04-09,9999-01-01,Senior Staff
57758,Rayond,Brodie,1963-05-04,1997-02-02,9999-01-01,Senior Staff
57760,Reinhard,VanScheik,1964-05-31,1985-04-28,9999-01-01,Senior Staff
57767,Gill,Coombs,1957-03-29,1994-01-09,9999-01-01,Senior Staff
57774,Aksel,Bain,1964-01-15,1995-06-27,9999-01-01,Senior Staff
57775,Ziva,Swiss,1963-12-12,1991-02-13,9999-01-01,Senior Staff
57776,Djenana,McFarlin,1958-06-07,1993-07-25,9999-01-01,Senior Staff
57782,Ramachenga,Michaeli,1957-06-21,1992-09-19,9999-01-01,Senior Staff
57783,Zhenhua,Syang,1963-06-06,1992-08-12,9999-01-01,Senior Staff
57789,Aruna,Erde,1958-04-18,1990-04-20,9999-01-01,Senior Staff
57806,Gianluca,Bresenham,1963-11-09,1986-07-25,9999-01-01,Senior Staff
57808,Jianhui,Eugenio,1957-08-22,1989-06-25,9999-01-01,Senior Staff
57809,Badri,Babu,1959-05-01,1990-08-01,9999-01-01,Senior Staff
57814,Jovan,Luke,1964-10-11,1996-05-01,9999-01-01,Senior Staff
57823,Caolyn,Marquardt,1960-11-18,1994-05-03,9999-01-01,Senior Staff
57832,Niranjan,Herber,1957-11-21,1986-01-23,9999-01-01,Senior Staff
57839,Tuval,Bierbaum,1957-08-09,1988-11-03,9999-01-01,Senior Staff
57842,Sachio,Samarati,1956-06-09,1994-04-25,9999-01-01,Senior Staff
57844,Ortrud,Chappelet,1963-11-27,1988-07-26,9999-01-01,Senior Staff
57849,Neven,Georgakopoulos,1956-12-09,1997-10-03,9999-01-01,Senior Staff
57876,Danai,Jervis,1957-12-30,1996-06-29,9999-01-01,Senior Staff
57881,Giap,Demeyer,1964-02-20,1987-03-18,9999-01-01,Senior Staff
57884,Duri,Honglei,1959-06-11,1998-02-21,9999-01-01,Senior Staff
57885,Billur,Molberg,1959-06-19,1991-11-17,9999-01-01,Senior Staff
57887,Gladys,Emiris,1963-08-27,1993-06-20,9999-01-01,Senior Staff
57900,Constantino,Murillo,1964-08-04,1988-07-29,9999-01-01,Senior Staff
57902,Zeljko,Alvarado,1963-04-27,1995-12-27,9999-01-01,Senior Staff
57904,Youjian,Litvinov,1957-06-02,1990-10-31,9999-01-01,Senior Staff
57909,Yurij,Xiaoshan,1961-12-28,1990-12-20,9999-01-01,Senior Staff
57911,Neven,Waleschkowski,1961-06-26,1990-06-13,9999-01-01,Senior Staff
57914,Frazer,Hempstead,1964-02-09,1992-05-12,9999-01-01,Senior Staff
57923,Atreyi,Verhoeff,1958-04-26,1988-09-24,9999-01-01,Senior Staff
57928,Tomokazu,Maccarone,1960-03-15,1997-03-28,9999-01-01,Senior Staff
57936,Adhemar,Braccini,1962-02-07,1994-11-24,9999-01-01,Senior Staff
57937,Xiaocheng,Schneeberger,1957-07-31,1990-06-14,9999-01-01,Senior Staff
57940,Martien,Birta,1961-01-03,1985-12-12,9999-01-01,Senior Staff
57951,Chaoyi,Linnainmaa,1962-06-19,1987-06-14,9999-01-01,Senior Staff
57957,Marla,Werthner,1963-09-14,1988-02-17,9999-01-01,Senior Staff
57961,Oldrich,Unno,1957-03-13,1985-09-25,9999-01-01,Senior Staff
57970,Ipke,Georgatos,1962-04-09,1986-09-05,9999-01-01,Senior Staff
57977,Zhongwei,Leuchs,1959-01-07,1985-08-27,9999-01-01,Senior Staff
57978,Haldun,Suppi,1961-10-13,1986-10-23,9999-01-01,Senior Staff
57984,Filipp,Broomell,1962-05-07,1987-08-25,9999-01-01,Senior Staff
57993,Abdelaziz,Pehl,1956-12-06,1990-08-15,9999-01-01,Senior Staff
57994,Hsiangchu,Apsitis,1962-03-02,1994-10-21,9999-01-01,Senior Staff
57999,Xuejun,Remmers,1961-12-25,1994-08-11,9999-01-01,Senior Staff
58015,Shunichi,Lally,1956-06-10,1990-02-16,9999-01-01,Senior Staff
58017,Bogdan,Simmel,1957-07-09,1988-10-28,9999-01-01,Senior Staff
58025,Marlo,Dechter,1961-06-07,1991-01-19,9999-01-01,Senior Staff
58028,Honesty,Keirsey,1963-04-16,1997-02-11,9999-01-01,Senior Staff
58031,Sailaja,Marquardt,1958-11-10,1987-02-03,9999-01-01,Senior Staff
58037,Paloma,Luck,1961-08-08,1991-08-29,9999-01-01,Senior Staff
58038,Barton,Irland,1960-11-11,1995-01-05,9999-01-01,Senior Staff
58040,Mayumi,Swift,1963-09-24,1995-11-08,9999-01-01,Senior Staff
58058,Hugh,Oxenboll,1956-11-07,1993-04-17,9999-01-01,Senior Staff
58068,Yuchang,Kadhim,1960-08-25,1989-07-07,9999-01-01,Senior Staff
58075,Niteen,Rosiles,1962-02-21,1988-09-16,9999-01-01,Senior Staff
58079,Guoxiang,Gini,1964-05-16,1991-04-03,9999-01-01,Senior Staff
58085,Danel,Ladret,1963-09-22,1985-04-18,9999-01-01,Senior Staff
58091,Reuven,Erbe,1963-08-11,1999-01-20,9999-01-01,Senior Staff
58113,Sanjeeva,Plumb,1960-09-28,1986-01-18,9999-01-01,Senior Staff
58122,Hein,Peris,1961-02-26,1998-05-17,9999-01-01,Senior Staff
58128,Adas,Mandell,1963-07-27,1992-07-01,9999-01-01,Senior Staff
58131,Prasadram,Conta,1962-09-08,1991-01-09,9999-01-01,Senior Staff
58135,Marlo,Terkki,1959-12-05,1992-02-25,9999-01-01,Senior Staff
58147,Shigenori,Sullins,1965-01-09,1988-02-24,9999-01-01,Senior Staff
58150,Sanjit,Hennebert,1958-07-08,1991-08-26,9999-01-01,Senior Staff
58156,Jackson,Melski,1959-02-18,1996-12-01,9999-01-01,Senior Staff
58158,Hidekazu,Miyakawa,1958-08-02,1995-03-24,9999-01-01,Senior Staff
58160,Xinglin,Zhiwei,1956-06-22,1993-04-02,9999-01-01,Senior Staff
58162,Serif,Peltason,1959-08-22,1996-05-02,9999-01-01,Senior Staff
58164,Jovan,Munch,1960-06-03,1987-01-16,9999-01-01,Senior Staff
58170,Geraldo,Chelton,1963-11-12,1999-11-09,9999-01-01,Senior Staff
58172,Jingling,Ghelli,1964-01-07,1992-02-12,9999-01-01,Senior Staff
58173,Zhanqiu,England,1956-09-21,1987-02-06,9999-01-01,Senior Staff
58176,Naraig,Hockney,1962-06-02,1991-05-10,9999-01-01,Senior Staff
58179,Kousuke,Markovitch,1961-01-19,1997-02-16,9999-01-01,Senior Staff
58180,Sanjoy,Babu,1957-03-04,1986-05-06,9999-01-01,Senior Staff
58189,Caolyn,Denna,1959-11-06,1994-08-14,9999-01-01,Senior Staff
58192,Somnath,Attimonelli,1961-12-18,1989-06-01,9999-01-01,Senior Staff
58196,Eran,Kaminger,1960-08-30,1992-11-22,9999-01-01,Senior Staff
58198,Przemyslawa,Oppitz,1964-02-16,1998-02-07,9999-01-01,Senior Staff
58204,Xinyu,Sullins,1958-02-09,1988-07-10,9999-01-01,Senior Staff
58205,Yuchang,Adachi,1963-05-23,1987-04-08,9999-01-01,Senior Staff
58210,Lalit,Hagimont,1957-01-15,1992-02-15,9999-01-01,Senior Staff
58215,Moss,Ohori,1958-11-23,1988-05-17,9999-01-01,Senior Staff
58216,Subir,VanScheik,1961-09-21,1989-08-25,9999-01-01,Senior Staff
58219,Sailaja,Spieker,1961-09-06,1998-07-05,9999-01-01,Senior Staff
58223,Shuichi,Hardjono,1961-03-15,1990-07-11,9999-01-01,Senior Staff
58224,Shugo,Gornas,1960-03-14,1990-03-11,9999-01-01,Senior Staff
58225,Michaela,Simmen,1957-05-07,1995-07-19,9999-01-01,Senior Staff
58228,Uno,Hofting,1958-05-26,2000-07-31,9999-01-01,Senior Staff
58241,Munehiko,Sridhar,1959-08-30,1986-02-10,9999-01-01,Senior Staff
58244,Mohd,Androutsos,1964-10-06,1986-12-17,9999-01-01,Senior Staff
58259,Spyrose,Ducloy,1961-12-24,1992-01-29,9999-01-01,Senior Staff
58261,Jianhua,Trogemann,1959-11-10,1993-02-20,9999-01-01,Senior Staff
58274,Chirstian,Ligten,1958-05-06,1988-07-09,9999-01-01,Senior Staff
58277,Georgi,Gecsel,1961-03-05,1989-01-31,9999-01-01,Senior Staff
58279,Lene,Michaeli,1956-04-30,1986-07-30,9999-01-01,Senior Staff
58282,Danae,Gurbaxani,1959-03-25,2001-08-27,9999-01-01,Senior Staff
58283,Saeko,Pouyioutas,1959-05-07,1986-03-12,9999-01-01,Senior Staff
58288,Muzhong,Doering,1962-09-12,1994-07-15,9999-01-01,Senior Staff
58289,Stella,Itzfeldt,1964-04-11,1993-10-05,9999-01-01,Senior Staff
58294,Jordanka,Rajala,1964-08-20,1986-09-28,9999-01-01,Senior Staff
58295,Stabislas,Pena,1964-06-20,1994-05-16,9999-01-01,Senior Staff
58302,Jiakeng,Standera,1961-11-30,1987-01-20,9999-01-01,Senior Staff
58303,Pantung,Emden,1962-09-29,1994-10-28,9999-01-01,Senior Staff
58305,Fuqing,Schmiedel,1962-04-29,1990-12-15,9999-01-01,Senior Staff
58323,Dhritiman,Azadmanesh,1960-07-12,1993-02-22,9999-01-01,Senior Staff
58324,Aksel,Kaminger,1961-06-11,1985-12-08,9999-01-01,Senior Staff
58330,Rildo,Huxford,1961-12-29,1992-06-19,9999-01-01,Senior Staff
58341,Arnould,Rohrbach,1960-03-23,1995-02-16,9999-01-01,Senior Staff
58350,Shichao,Ullian,1962-01-23,1995-05-15,9999-01-01,Senior Staff
58360,Masoud,Mungall,1963-05-04,1992-09-16,9999-01-01,Senior Staff
58365,Sashi,Lorho,1964-12-16,1987-05-09,9999-01-01,Senior Staff
58374,Diederik,Poehlman,1960-06-19,1995-02-18,9999-01-01,Senior Staff
58375,Franziska,Deville,1961-12-04,1989-02-28,9999-01-01,Senior Staff
58403,Ayakannu,Krupka,1961-04-20,1990-02-17,9999-01-01,Senior Staff
58407,Tuval,Mandell,1960-01-31,1992-08-13,9999-01-01,Senior Staff
58421,Sanjay,Vickson,1962-11-16,1989-06-19,9999-01-01,Senior Staff
58422,Gadiel,Vural,1961-07-08,1993-03-12,9999-01-01,Senior Staff
58431,Yolla,Lorin,1962-07-22,1997-04-05,9999-01-01,Senior Staff
58432,Kauko,Attimonelli,1960-07-10,1990-11-08,9999-01-01,Senior Staff
58439,Sham,Bugrara,1961-05-29,2002-07-24,9999-01-01,Senior Staff
58440,Deborah,Penttonen,1958-12-17,1989-12-09,9999-01-01,Senior Staff
58441,Shmuel,Anger,1964-11-29,1989-01-08,9999-01-01,Senior Staff
58442,Guiseppe,Kamber,1963-09-23,1985-09-23,9999-01-01,Senior Staff
58445,Richard,Picco,1957-12-20,1995-12-03,9999-01-01,Senior Staff
58447,Stevo,Menyhert,1957-12-17,1992-05-07,9999-01-01,Senior Staff
58449,Geoffry,Kadhim,1956-03-17,1996-03-30,9999-01-01,Senior Staff
58452,Aloke,Ginneken,1960-10-04,1999-10-02,9999-01-01,Senior Staff
58461,Xinan,Halloran,1960-05-07,1986-10-31,9999-01-01,Senior Staff
58466,Cullen,Roisin,1957-12-19,1995-05-04,9999-01-01,Senior Staff
58467,Nadjib,Brodal,1958-01-14,1998-04-16,9999-01-01,Senior Staff
58476,Yakichi,Shigei,1960-11-16,1996-12-11,9999-01-01,Senior Staff
58477,Cedric,Cappelletti,1961-03-27,1990-03-08,9999-01-01,Senior Staff
58480,Udaiprakash,Rajaraman,1960-06-28,1995-09-09,9999-01-01,Senior Staff
58482,Aloys,Gecseg,1961-08-13,1985-09-09,9999-01-01,Senior Staff
58493,Remko,Guardalben,1959-10-17,1988-09-03,9999-01-01,Senior Staff
58497,Yechiam,Cairo,1965-01-22,2000-10-21,9999-01-01,Senior Staff
58498,Matt,Janetzko,1963-05-16,1998-12-07,9999-01-01,Senior Staff
58505,Takushi,Nyrup,1956-01-16,1987-02-19,9999-01-01,Senior Staff
58513,Gadiel,Orsini,1961-04-08,1990-09-14,9999-01-01,Senior Staff
58514,Kiyokazu,Zedlitz,1961-11-20,1991-02-17,9999-01-01,Senior Staff
58521,Matk,Rodiger,1963-05-06,1991-08-18,9999-01-01,Senior Staff
58525,Ebru,Wielonsky,1960-01-15,1987-12-21,9999-01-01,Senior Staff
58530,Michaela,Nergos,1959-12-17,1988-06-12,9999-01-01,Senior Staff
58544,Tse,Sewelson,1960-06-10,1988-05-21,9999-01-01,Senior Staff
58547,Shih,Hinsberger,1957-06-09,1990-01-25,9999-01-01,Senior Staff
58551,Denny,Zhang,1957-05-30,1987-06-13,9999-01-01,Senior Staff
58557,Basil,Deyuan,1960-03-03,1995-07-13,9999-01-01,Senior Staff
58560,Shigeu,Merel,1956-07-24,1985-09-27,9999-01-01,Senior Staff
58561,Kazuhiko,Michaeli,1964-12-24,1993-09-19,9999-01-01,Senior Staff
58563,Hongzhu,Bahi,1956-03-14,1992-07-24,9999-01-01,Senior Staff
58565,Marl,Lubachevsky,1962-12-02,1995-11-26,9999-01-01,Senior Staff
58566,Taizo,Klyachko,1956-01-21,1996-06-06,9999-01-01,Senior Staff
58572,Sergi,Kalloufi,1958-05-04,1990-01-26,9999-01-01,Senior Staff
58581,Francesca,Mitina,1964-04-11,1991-10-06,9999-01-01,Senior Staff
58583,Khalid,Muhling,1959-01-08,1989-09-19,9999-01-01,Senior Staff
58585,Boriana,Levergood,1956-12-22,1988-04-01,9999-01-01,Senior Staff
58591,Susumu,Dichev,1959-01-08,1988-07-07,9999-01-01,Senior Staff
58595,Srinidhi,Speer,1960-08-17,1993-06-01,9999-01-01,Senior Staff
58597,Jaana,Foong,1957-03-24,1991-04-07,9999-01-01,Senior Staff
58599,Juichirou,Meriste,1961-05-07,1988-08-01,9999-01-01,Senior Staff
58600,Gen,Pews,1962-12-16,1989-04-02,9999-01-01,Senior Staff
58605,Muzhong,Khamsi,1962-09-02,1995-12-13,9999-01-01,Senior Staff
58618,Martina,Benzaken,1961-09-09,1986-08-23,9999-01-01,Senior Staff
58622,Malu,Kaelbling,1956-02-22,1987-02-07,9999-01-01,Senior Staff
58624,Seongbin,Range,1957-10-27,1989-07-03,9999-01-01,Senior Staff
58630,Gio,Reeken,1962-12-20,1995-11-06,9999-01-01,Senior Staff
58641,Zdislav,Usery,1961-12-10,1993-06-10,9999-01-01,Senior Staff
58652,Foong,Guting,1963-04-20,1985-02-20,9999-01-01,Senior Staff
58654,Jaideep,Carrera,1957-03-18,1996-01-25,9999-01-01,Senior Staff
58655,Neelam,Munro,1961-01-11,1987-01-20,9999-01-01,Senior Staff
58660,Taiji,Loncour,1964-02-03,1986-04-25,9999-01-01,Senior Staff
58664,Teiji,Dalphin,1956-03-26,1995-09-19,9999-01-01,Senior Staff
58687,Adel,Gimbel,1960-02-25,1991-12-08,9999-01-01,Senior Staff
58693,Ramya,Kugler,1962-11-21,1995-10-02,9999-01-01,Senior Staff
58699,Shmuel,Boissier,1957-03-17,1990-01-29,9999-01-01,Senior Staff
58704,Leon,Huxford,1960-10-04,1990-08-26,9999-01-01,Senior Staff
58716,Josyula,Unni,1956-06-20,1994-02-18,9999-01-01,Senior Staff
58717,Gou,Burnard,1962-05-23,1989-12-19,9999-01-01,Senior Staff
58723,Kamakshi,Leijenhorst,1958-09-27,1989-04-06,9999-01-01,Senior Staff
58724,Jiong,Giaccio,1963-02-19,1987-11-29,9999-01-01,Senior Staff
58725,Alexius,Nollmann,1960-06-08,1999-03-31,9999-01-01,Senior Staff
58726,Boaz,Litzkow,1964-11-03,1985-08-28,9999-01-01,Senior Staff
58732,Kwangsub,Mondadori,1962-05-13,2001-02-24,9999-01-01,Senior Staff
58733,Conor,Spataro,1964-06-26,1994-11-13,9999-01-01,Senior Staff
58738,Premsyl,Parhami,1958-04-28,1989-01-20,9999-01-01,Senior Staff
58742,Billur,Arlazarov,1962-07-08,1993-06-25,9999-01-01,Senior Staff
58745,Taegyun,Rodiger,1961-03-09,1987-10-20,9999-01-01,Senior Staff
58746,Reinhard,Kaltofen,1958-06-20,1987-03-18,9999-01-01,Senior Staff
58754,Shaowei,Parveen,1961-02-01,1989-05-04,9999-01-01,Senior Staff
58760,Saniya,Vingron,1963-03-22,1987-04-15,9999-01-01,Senior Staff
58763,Rasikan,Gopalakrishnan,1963-12-12,1992-09-30,9999-01-01,Senior Staff
58766,Valter,Stellhorn,1956-07-13,1994-10-01,9999-01-01,Senior Staff
58770,Gaetan,Nitta,1958-04-24,1988-09-24,9999-01-01,Senior Staff
58776,Shan,Hashii,1957-05-22,1988-09-06,9999-01-01,Senior Staff
58785,Leif,Welham,1963-12-18,1992-04-02,9999-01-01,Senior Staff
58791,Yongqiao,Nooteboom,1958-09-16,2002-07-24,9999-01-01,Senior Staff
58799,Mana,Heuter,1958-12-28,1988-10-19,9999-01-01,Senior Staff
58808,Falguni,Tiemann,1961-07-12,1988-12-21,9999-01-01,Senior Staff
58813,DAIDA,Androutsos,1962-07-28,1989-06-21,9999-01-01,Senior Staff
58819,Gennady,Liesche,1965-01-04,1987-12-02,9999-01-01,Senior Staff
58827,Marko,Salvesen,1956-10-28,1988-02-02,9999-01-01,Senior Staff
58833,Ioana,Cummings,1957-09-17,1993-11-05,9999-01-01,Senior Staff
58850,Mohd,Macedo,1957-01-21,1991-02-01,9999-01-01,Senior Staff
58853,Greger,Irland,1962-10-04,1992-07-30,9999-01-01,Senior Staff
58865,Xinglin,Ranka,1960-07-17,1992-10-25,9999-01-01,Senior Staff
58866,Xinan,Isaac,1961-10-21,1995-01-16,9999-01-01,Senior Staff
58871,Gennady,Shimshoni,1959-03-10,1993-06-18,9999-01-01,Senior Staff
58873,Geoffrey,Bouloucos,1961-12-28,1992-11-11,9999-01-01,Senior Staff
58877,Lalit,Maginnis,1963-10-10,1994-11-12,9999-01-01,Senior Staff
58884,Danil,McDermid,1956-02-24,1987-05-26,9999-01-01,Senior Staff
58885,Padma,Potthoff,1959-05-16,1989-06-07,9999-01-01,Senior Staff
58888,Dharmaraja,Luce,1963-01-18,1986-08-19,9999-01-01,Senior Staff
58894,Odoardo,Cappelli,1961-06-15,1986-06-28,9999-01-01,Senior Staff
58898,Howell,Veeraraghavan,1956-06-09,1996-03-17,9999-01-01,Senior Staff
58900,Guozhong,Danlos,1958-07-12,1996-09-13,9999-01-01,Senior Staff
58902,Franziska,Pramanik,1959-12-02,1994-07-30,9999-01-01,Senior Staff
58905,Joydip,Skogmar,1958-03-12,1991-09-16,9999-01-01,Senior Staff
